oid_shvil,width,shem_mikta,direction,bitzua,ms_orech,miflas,date_created,date_import,Shape_Length,geometry
325,2.5,מנחם בגין צד מערבי,דו סטרי,2022.0,748.75,כביש,1643673600000.0,20/08/2025 01:08:49,748.7546718598148,"[[34.78382226470222, 32.0662784811517], [34.783883126105195, 32.06629009344344], [34.78396532130558, 32.06635450139921], [34.784376169603185, 32.066705555027134], [34.78472108631868, 32.06698539113742], [34.78473711648532, 32.06703461338033], [34.785202535993555, 32.06741030063602], [34.78553925316698, 32.06765769167634], [34.78557135795513, 32.067695973223444], [34.78578041883018, 32.06786158316242], [34.786607552480255, 32.068557585591215], [34.78663420875054, 32.06861111980432], [34.786650348308356, 32.06861117300549], [34.78689604449735, 32.06884833708613], [34.78693498089271, 32.068863353889014], [34.78697393290826, 32.06887493491463], [34.787011473399765, 32.068901399819], [34.787046281305756, 32.06893701789153], [34.78705280328803, 32.06898170498718], [34.78706068584988, 32.06902296074594], [34.78706732227379, 32.06904245222793], [34.78707399510913, 32.06905392692373], [34.787129008853526, 32.06908273987472], [34.78714109278312, 32.069087360749506], [34.78712063739416, 32.06914913810076], [34.78719988149656, 32.06917344971006], [34.78726272094444, 32.06919193582515], [34.78729659467584, 32.06920125548366], [34.7873310881597, 32.06930316386461], [34.78735007894671, 32.06936385454604], [34.78739381460271, 32.069381815110795], [34.78745757355559, 32.069398185852485], [34.787514700480855, 32.06944169483156], [34.78760205048449, 32.06958681398044], [34.78787206879547, 32.06990059008535], [34.788123266375145, 32.07018301531635], [34.78815159555098, 32.070209350428215], [34.788195338419015, 32.070234727053695], [34.78822245970352, 32.07026610459432]]"
326,,1310,,2000.0,56.36,,,20/08/2025 01:08:49,56.36154444675675,"[[34.790426772374836, 32.06187197674877], [34.79047963165934, 32.06185175088291], [34.79053026279379, 32.06180284709824], [34.790555504783356, 32.06177238858309], [34.79058125548793, 32.061628931075674], [34.79058877146096, 32.061552603726234], [34.7905692114843, 32.06151589110339], [34.790580004735055, 32.06150829178465], [34.79057858318051, 32.06142582652599]]"
327,2.5,צומת יצחק שדה לינקולן גשר מעריב,דו סטרי,2022.0,167.18,כביש,1653004800000.0,20/08/2025 01:08:49,167.17663720340715,"[[34.78335628369856, 32.06583805560678], [34.783368092423004, 32.06584875308525]]"
328,2.5,בנטוב המשך,דו סטרי,2022.0,106.66,כביש,1653004800000.0,20/08/2025 01:08:49,106.6613101814223,"[[34.76831372387924, 32.04180641117825], [34.76823982729951, 32.04164524843606], [34.76821611111203, 32.04147769774845], [34.76820404350059, 32.04136432170743], [34.76819519021661, 32.04116386795009], [34.768205231434905, 32.04111379621759], [34.76820129529808, 32.04105771194588], [34.76813916336214, 32.04086900468205], [34.768140575343445, 32.04086662339816]]"
329,2.5,משה סנה מאלי תבין עד מקס ברוד,,2020.0,257.77,מדרכה,,20/08/2025 01:08:49,257.772967409329,"[[34.82713201929182, 32.12663391070997], [34.82723666629257, 32.12668794890907], [34.82731452109552, 32.12675192423426], [34.827407307296475, 32.12682778167569], [34.82745729113699, 32.126903512528], [34.827485943327, 32.12696187735034], [34.82764164905149, 32.12709073843353], [34.82778350427929, 32.12720498801973], [34.82783037122477, 32.127257943040895], [34.827875071432885, 32.12731726630393], [34.827949574211566, 32.12741583538144], [34.828185273319605, 32.12760958693394], [34.82845929932877, 32.12785171527225], [34.828546797869265, 32.127912986971175], [34.82866456497757, 32.12789967721744], [34.82874716733276, 32.12784983821227], [34.82879754082174, 32.127830864455284], [34.8288735778294, 32.12781651990098], [34.828907872608646, 32.12780387311173], [34.828975475982766, 32.12775854257325], [34.829055815457615, 32.1277387467643], [34.82914463699156, 32.12773810015334]]"
330,2.5, פנחס רוזן ממבצע קדש עד שלונסקי בשנת 2023 חודש,דו סטרי,2022.0,315.43,כביש,1658016000000.0,20/08/2025 01:08:49,315.4332660811044,"[[34.82527216940641, 32.115234087986416], [34.825264958059556, 32.11511689483601], [34.8252481142834, 32.115054256054925], [34.82523847916043, 32.114902850055266], [34.82526619738, 32.11481705610454], [34.825237372229864, 32.11434318933607], [34.82523154922842, 32.114303872129355], [34.82520026776829, 32.11421717377853], [34.82518377257516, 32.11386342642127], [34.82513910772322, 32.11349795083921], [34.82510045335631, 32.11304783096635], [34.82510820841825, 32.11269876338442], [34.825117125490266, 32.11240331488113]]"
331,2.5,שביל המימדיון,דו סטרי,2022.0,1119.39,כביש,1658016000000.0,20/08/2025 01:08:49,1119.388816013773,"[[34.81444657203089, 32.10700705160922], [34.81485227714433, 32.10731895423949], [34.81489245682721, 32.10736297941832], [34.8149562761927, 32.107385222514615], [34.81503251386187, 32.107387747449295], [34.81519496300096, 32.107367631955356], [34.81533963706099, 32.10730852256976], [34.81571037536347, 32.10703479587084], [34.81577435880789, 32.106965512372454], [34.815828974419894, 32.10695796877927], [34.815937068785445, 32.106851790515215], [34.81597097849372, 32.10678775864977], [34.815948845473265, 32.106709270623845], [34.8159559618068, 32.10664325110959], [34.8159756647213, 32.106634307210676], [34.81676154390977, 32.106296569618145], [34.81725199568013, 32.106136587036765], [34.81763592313706, 32.10603010486952], [34.81791334555022, 32.10597254308166], [34.81825141324535, 32.10589225934205], [34.81878469050039, 32.10578622892785], [34.81897048676172, 32.10575930804316], [34.819032394776414, 32.10575606061901], [34.81907012292638, 32.10574815853313], [34.81914561123611, 32.1057105943403], [34.819222358303676, 32.10569822981773], [34.81972495145672, 32.1056929442827], [34.81982355174136, 32.105687250442664], [34.81989734366868, 32.10572043654759], [34.82037606104455, 32.10573986873553], [34.82075530010344, 32.10573532866455], [34.82093681509187, 32.105766800577044], [34.821068633381245, 32.105777507010714], [34.82233389577206, 32.10598976881488], [34.82243890804486, 32.10597519706822], [34.8229799074644, 32.10607136793379], [34.82307479953034, 32.106110609902316], [34.82352657261847, 32.10618576689513], [34.82461590065753, 32.106320743807444], [34.825079803767174, 32.10639543114897], [34.82531202044853, 32.10640059836118], [34.82525638561199, 32.10639584173998]]"
332,2.5,צומת לוי אשכול מארק שאגאל,דו,2022.0,56.13,כביש,1658016000000.0,20/08/2025 01:08:49,56.13141807751978,"[[34.79022472979039, 32.11708958709291], [34.790173736015426, 32.11688204728876], [34.79051664442269, 32.116845215193635]]"
333,2.5,הרצל מדרך יפו עד אחד העם,דו סטרי,2022.0,409.0,כביש,1661385600000.0,20/08/2025 01:08:49,408.9950195753259,"[[34.7705354684779, 32.0601284408916], [34.77027725544832, 32.06134601955427], [34.770201773697124, 32.06166643820341], [34.77006788896048, 32.06225006931671], [34.76989906575456, 32.062993441522046], [34.76976921292879, 32.06353562624781], [34.76972594509291, 32.06357815593601], [34.76968514978526, 32.06373714481196]]"
334,2.5,יהודה הלוי מאלנבי עד נחלת בנימין ,,2021.0,117.77,כביש,1635724800000.0,20/08/2025 01:08:49,117.77388779202822,"[[34.77244336165857, 32.06146646386403], [34.77246212001765, 32.06147638705473], [34.773161900533445, 32.061764325093236], [34.77358051527846, 32.061899980923975]]"
335,2.5,צומת בן צבי הרצל,דו סטרי,2022.0,120.02,כביש,1661904000000.0,20/08/2025 01:08:49,120.01634162968222,"[[34.768489406205184, 32.04499366719415], [34.76825379832864, 32.045219188561056], [34.768237998970655, 32.045283568118116], [34.768245156650394, 32.045350915990134], [34.7682710393869, 32.04547417442183], [34.76835917795496, 32.04554656679812], [34.768630976301374, 32.045894021894966]]"
336,2.5,דבורה הנביאה מדיסנצ'יק עד פנחס רוזן,דו סטרי,2022.0,193.71,כביש,1658707200000.0,20/08/2025 01:08:49,193.7066145531116,"[[34.82707607991812, 32.118952740237255], [34.826860124904805, 32.11895021903957], [34.82680726867791, 32.11893297623864], [34.82680703905436, 32.11875376942788], [34.82671406231026, 32.118758947939824], [34.82565164186958, 32.118718947618376], [34.82555556119869, 32.1186995649269], [34.825399015947646, 32.11871286131172], [34.825242372842425, 32.1187095761081]]"
337,2.5,קפריסין מבני אפריים עד מגדל שרשן,,2022.0,322.51,כביש,1663200000000.0,20/08/2025 01:08:49,322.50702879383635,"[[34.816976071229426, 32.11567053643304], [34.816972398655615, 32.11569187042462], [34.81694608050329, 32.115698674122925], [34.816849764208, 32.11571593803131], [34.81680020026253, 32.115743182534715], [34.81671099999777, 32.1157559546886], [34.81656113118345, 32.11579998078312], [34.81635179566026, 32.115869881535524], [34.81621532539804, 32.11591957179971], [34.81608599652705, 32.11597579289081], [34.81602886926387, 32.11597866753464], [34.815993026770464, 32.11598160743824], [34.81594653037524, 32.11599423858694], [34.815551665091434, 32.11629027090809], [34.81547540739457, 32.11637643302648], [34.81542245335761, 32.11641759462348], [34.81537742125803, 32.11647913650079], [34.81534168628986, 32.1165308675623], [34.81527336450205, 32.1165516114851]]"
338,2.5,ברודצקי,דו סטרי,2022.0,341.43,כביש,1664064000000.0,20/08/2025 01:08:49,341.4332418101871,"[[34.79763745947454, 32.11271220432755], [34.79770237544125, 32.1123696304697], [34.797740004653875, 32.11227511904188], [34.797769801733246, 32.11213014750099], [34.79782982951553, 32.111775767025456], [34.79783511590142, 32.11174724074068], [34.79777054792968, 32.11159965944599], [34.79780185433915, 32.11147649424937], [34.7978557076719, 32.1114699858229], [34.797923152240145, 32.111432981190326], [34.797958197377945, 32.1113691499882], [34.797969714712956, 32.111300471031804], [34.79798713073716, 32.111165957344305], [34.798077403685326, 32.110734481052795], [34.79809525129908, 32.11065436973248], [34.798105448971604, 32.11051806445723], [34.79814240077776, 32.11033842681614], [34.7981794562083, 32.11025834733324], [34.79819317083296, 32.110116408155065], [34.798181248295975, 32.11007399508859], [34.79813979418546, 32.11001545357403], [34.79807802976127, 32.10998547852456], [34.79793283998613, 32.109955235722055], [34.79786483580477, 32.10995666410441]]"
339,2.5,אורי צבי גרינברג משושנה פרסיץ עד יאיר רוזנבלום,דו סטרי,2022.0,335.27,כביש,1664064000000.0,20/08/2025 01:08:49,335.270275188544,"[[34.7937220548411, 32.131397835897], [34.79372949506799, 32.131362677961334], [34.7937346309341, 32.1313451198177], [34.79375430561127, 32.13133468600772], [34.7937812403911, 32.131330955231725], [34.79382109476833, 32.1313224950286], [34.7938558694863, 32.13132117667555], [34.79395076587754, 32.13129380691912], [34.79414114364815, 32.131233820723665], [34.79447645097654, 32.13111894868339], [34.79454887253692, 32.131089452347666], [34.794661132460455, 32.131042458704435], [34.79474255686003, 32.131003415383866], [34.79479282802074, 32.130973473893796], [34.79491321318242, 32.130889400738965], [34.79498868799098, 32.13081567987273], [34.79509064421884, 32.130714367121236], [34.79518112659374, 32.13055955512098], [34.79524502551405, 32.13042616461506], [34.7952852515307, 32.13020869398118], [34.795288044424424, 32.13008558736741], [34.795277866865376, 32.129978662778434], [34.7952382832265, 32.12980101927815], [34.79517668590169, 32.1295297745899], [34.79511399543965, 32.12925232207464], [34.795102480735444, 32.12919359062763], [34.795106697087945, 32.12913409212034]]"
340,2.0,ויצמן מבני דן עד פנקס גדה מערבית,,2018.0,484.11,,,20/08/2025 01:08:49,484.1130409584264,"[[34.79047910483041, 32.09122187507898], [34.79041547916511, 32.09362831583422]]"
341,1.8,צומת יהודה המכבי ויצמן,דו סטרי,2022.0,153.79,כביש,1666224000000.0,20/08/2025 01:08:49,153.79496984561723,"[[34.7904064330431, 32.09397044726009], [34.790404274824226, 32.09393576023037], [34.790386254278125, 32.09390010334269], [34.79036330846553, 32.09388145516926], [34.7903415616181, 32.0938659067412], [34.79034442046229, 32.09376944123491], [34.79036203514265, 32.093760728038184], [34.79039057727105, 32.09374792397981], [34.790411361177895, 32.09370826643296], [34.790413334835996, 32.093673707431535], [34.79041547916511, 32.09362831583422]]"
342,3.5,מנחם בגין מלינקולן עד מזאה,,2022.0,216.5,כביש,1665360000000.0,20/08/2025 01:08:49,216.4970378664243,"[[34.78271811641354, 32.06525401373003], [34.78265948432159, 32.06515255760212], [34.78235578141999, 32.06492199793778], [34.78203390206693, 32.06471708158277], [34.78201149771931, 32.06470837138255], [34.78198609085586, 32.06470294450686], [34.78194779071073, 32.06470281685266], [34.781906835537846, 32.06468520816454]]"
343,2.5,מנחם בגין מחשמונאים עד יצחק שדה,,2022.0,600.35,כביש,1665360000000.0,20/08/2025 01:08:49,600.3483504239279,"[[34.78407977659789, 32.06620630220974], [34.78471406910435, 32.066744945447624]]"
344,2.5,ישראל טל,,2022.0,351.39,כביש,1665792000000.0,20/08/2025 01:08:49,351.3859611203466,"[[34.78555279228553, 32.063382972413926], [34.78536890594537, 32.06346229565227], [34.785338541137314, 32.06349564084267], [34.78526240563919, 32.063518612885424], [34.785157647671724, 32.0635379200233], [34.785087614189706, 32.063559448539415], [34.784294566910255, 32.06375495555046], [34.78375198747406, 32.06388142654083], [34.78311506442428, 32.06405110201445], [34.78264514818346, 32.06416864756488], [34.78244444298686, 32.06423669680726], [34.7822517637546, 32.0643139337425], [34.7821085045411, 32.064465777781194]]"
345,2.5,שד' יהודית,דו סטרי,2022.0,396.29,כביש,1664582400000.0,20/08/2025 01:08:49,396.2918255454898,"[[34.791214690384635, 32.06989342513164], [34.79030872492985, 32.0700216018407]]"
346,2.5,1364,דו סטרי,2022.0,273.78,כביש,1664582400000.0,20/08/2025 01:08:49,273.78128266633706,"[[34.793253542412955, 32.07615053262385], [34.793307393230734, 32.07614001843608], [34.79334506898361, 32.07613708629828], [34.79336833543026, 32.07614785066762], [34.793432413995774, 32.07625647782283], [34.793599543121786, 32.07658227769808], [34.7936939336487, 32.07673070601856], [34.79372238264909, 32.07678577124325], [34.79383646092104, 32.0769434245277], [34.79397200535732, 32.07711336466591], [34.79431785731058, 32.077580229216686], [34.79476234646426, 32.078048938443324], [34.79484083633884, 32.07814386730151]]"
347,2.5,מידטאון,דו סטרי,2022.0,74.14,כביש,1662768000000.0,20/08/2025 01:08:49,74.14310087645542,"[[34.79338855487593, 32.07711566236436], [34.79384248963184, 32.07697397410633]]"
348,2.5,חיבור רחוב שיטרית למימדיון,דו סטרי,2022.0,285.66,כביש,1660089600000.0,20/08/2025 01:08:49,285.65590842351526,"[[34.8202102908151, 32.10570922833388], [34.82025281438608, 32.10557217047739], [34.82031627633216, 32.105412025459614], [34.82039301632006, 32.10529391321319], [34.820512452998486, 32.10515493405891], [34.820595737464025, 32.10508074405243], [34.82067004344544, 32.10500843586848], [34.82072186009896, 32.10495132855127], [34.82075797190529, 32.104896083625725], [34.82078742000856, 32.10482554766734], [34.82080570274852, 32.104743525207525], [34.820794977355085, 32.10462705685422], [34.82076627943119, 32.10451816948276], [34.82070622698984, 32.104399643524374], [34.82061260128573, 32.10426574497009], [34.8205456381247, 32.10419109872905], [34.82046988846322, 32.10407252508188], [34.8203763832508, 32.10390999501427], [34.820225028860655, 32.103638488059225], [34.820162726871445, 32.10352186409035], [34.82013592916876, 32.103495059271296], [34.8200469031313, 32.10347399396985]]"
349,2.5,פרייגרזון צבי,דו סטרי,2022.0,227.1,כביש,1664323200000.0,20/08/2025 01:08:49,227.0988880561989,"[[34.77088270353837, 32.041436884786116], [34.77085768361697, 32.04139623752445], [34.7706726036185, 32.04084443902499], [34.77061132735244, 32.040770263492746], [34.770555630272916, 32.0407008793057], [34.770463473157854, 32.04064091398762], [34.7703401334871, 32.04057898236216], [34.770256593194986, 32.04055431007947], [34.770164122133274, 32.04056115095067], [34.77013040381963, 32.04055941314573], [34.77005910916942, 32.040566040599415], [34.769940680590615, 32.04058854038506]]"
